protid	UMAP1	UMAP2
A0A0P7CZP9	1.5156971	19.800732
A0A0P7DBX3	-5.460224	10.710235
A0A0P7HMW0	-6.5654655	-2.5215344
A0A0P7I2X6	2.512789	14.124117
A0A0P7K8D4	-2.468466	16.729351
A0A0P7KKL6	14.073984	7.1595674
A0A0P7M880	0.7365094	6.373895
A0A0P7WHF5	7.445809	-0.8939531
A0A0P7WZJ2	3.2930887	12.463382
A0A0P7XG33	14.119822	6.6508503
A0A0P7XH51	-13.925229	11.620944
A0A0P7XTH6	4.3721166	14.251536
A0A0P7XW55	9.4864025	8.556068
A0A0P7Y6I0	15.187345	7.6074696
A0A0P7YXL4	4.6266246	15.542312
A0A0P7ZJH9	-1.0551461	-8.64131
A0A0P7ZPI8	3.2022052	2.3668272
A0A0P8A221	14.112748	8.3487625
A0A0P8C404	15.268305	9.301983
A0A0P8C930	3.560966	-0.7942973
A0A0P8IKE7	-1.8440204	-8.076256
A0A0P8WXL1	2.2098455	19.257975
A0A0P8X169	-2.1108568	-1.3543332
A0A0P8Y7B7	-2.2555463	11.8670225
A0A0P9CE82	-6.2889533	10.877404
A0A0P9D8D6	3.1277103	2.594043
A0A0P9EMG3	0.7101706	12.41665
A0A0P9FH98	3.7207491	15.769428
A0A0P9HBP2	1.0386975	22.78288
A0A0P9IDC0	3.0852182	23.45392
A0A0P9ITV0	3.0319202	23.06034
A0A0P9IZ67	3.7862277	24.247086
A0A0P9J158	2.969204	23.301561
A0A0P9LA49	3.9312372	23.377481
A0A0P9LN65	3.833933	23.49713
A0A0P9MJH3	3.4228432	23.151749
A0A0P9MS46	2.7413728	23.66346
A0A0P9N0W5	4.5317	23.16224
A0A0P9PF44	3.399479	23.355988
A0A0P9PKW4	4.68101	22.019623
A0A0P9PSK4	0.4647876	22.630081
A0A0P9PXY1	2.7922425	24.33107
A0A0P9Q8R9	2.5190856	23.126268
A0A0P9QBT7	3.733691	22.996725
A0A0P9SAR2	3.410074	23.756279
A0A0P9T528	3.0550258	24.378178
A0A0P9V726	3.2468946	24.117178
A0A0P9VKU1	3.6256669	23.569757
A0A0P9W252	2.8361719	23.019968
A0A0P9WY49	2.20396	22.602652
A0A0P9XUN9	2.8375928	24.251009
A0A0P9XXG9	3.8230066	24.347376
A0A0P9Y9X8	1.588871	23.287146
A0A0P9Z3J0	3.2018852	23.301773
A0A0P9ZZ27	3.8960912	23.100485
A0A0Q0A3N2	2.8315063	24.339844
A0A0Q0ALS9	3.6889687	24.457687
A0A0Q0BWZ6	3.2155502	23.440794
A0A0Q0CE69	3.6616642	23.349894
A0A0Q0CUK6	3.745671	24.046255
A0A0Q0FG72	0.32698494	-9.339015
A0A0Q0H785	3.3041558	22.690203
A0A0Q0HFF5	3.8024201	24.249126
A0A0Q0KPW4	3.1437263	23.53295
A0A0Q0MCS3	-4.411127	6.9697666
A0A0Q0MVY4	-2.7854621	-7.799722
A0A0Q0P6L1	-1.6882743	-8.440261
A0A0Q0PGZ9	0.12949395	-9.261326
A0A0Q0Q490	-4.525771	-7.073023
A0A0Q0SDY0	4.0121408	9.027802
A0A0Q0SFH5	-1.8342571	-5.6082907
A0A0Q0V4Q0	5.90607	0.47495246
A0A0Q0WUF2	-1.5856167	-6.171868
A0A0Q0X8M4	0.055069268	21.53705
A0A0Q0XUW8	9.241605	-1.5973502
A0A0Q1CRB2	-1.939605	-5.812709
A0A0Q1F3P5	-0.3710276	-5.374268
A0A0Q2MLU1	-5.6559134	-5.011203
A0A0Q2N398	-4.367849	-7.0723395
A0A0Q3BI75	7.9079175	-6.356839
A0A0Q3I3D8	9.007647	8.522126
A0A0Q3KCQ1	-1.7495877	-10.347414
A0A0Q3S0S5	1.0521034	6.0666046
A0A0Q3WGB3	0.70283526	12.32093
A0A0Q4BE65	9.27472	-1.597296
A0A0Q4BE72	2.0116112	8.518069
A0A0Q4BS76	9.558903	-0.37140033
A0A0Q4CQ70	6.456019	-7.7568026
A0A0Q4DLC0	-10.264242	6.6273956
A0A0Q4DNJ2	-0.94185245	-9.873276
A0A0Q4DV49	6.7258134	-7.554072
A0A0Q4EKC0	2.6495264	18.916515
A0A0Q4F138	7.1558995	-6.8051686
A0A0Q4FCJ0	-0.02556796	6.035999
A0A0Q4FJX8	-0.30838922	-5.1787925
A0A0Q4FX57	7.69886	-6.6186647
A0A0Q4FXZ2	7.2653527	-6.820431
A0A0Q4G5Q1	7.5088644	16.344414
A0A0Q4G8Y9	4.093849	4.9229193
A0A0Q4G9H5	7.9454937	-6.4108605
A0A0Q4H9F6	-0.4667931	6.266756
A0A0Q4HTW5	6.91119	-7.664833
A0A0Q4I0E2	7.7908316	-6.5934606
A0A0Q4J0W1	9.317382	-0.5459595
A0A0Q4J212	6.888897	-8.027974
A0A0Q4J569	8.110338	-6.3287997
A0A0Q4JJJ6	7.00479	-6.83891
A0A0Q4JWY2	6.293584	-8.351422
A0A0Q4KI64	6.1078024	-7.784976
A0A0Q4KPE1	6.3118186	-7.5705657
A0A0Q4L4M8	6.4852934	-7.0039954
A0A0Q4LEL3	7.107117	-6.7912645
A0A0Q4LI50	-0.47658345	-5.3190494
A0A0Q4LK22	4.069992	5.069547
A0A0Q4LNK4	6.2895823	-7.704723
A0A0Q4LSQ1	-5.711221	2.5917306
A0A0Q4MZC3	-1.9008555	-7.960001
A0A0Q4NIW6	1.4806128	19.678013
A0A0Q4P526	-5.7417164	5.64775
A0A0Q4PWP0	2.4308496	12.913611
A0A0Q4PXE8	6.848809	-6.9468455
A0A0Q4QUY2	13.578823	-1.2812757
A0A0Q4QY23	1.2105572	11.770911
A0A0Q4R6Z0	8.07893	-6.39571
A0A0Q4RPY5	-2.1398563	-5.719112
A0A0Q4S5C8	2.6307034	4.054637
A0A0Q4S6X6	7.5417376	14.60404
A0A0Q4T9C7	3.7533352	22.358568
A0A0Q4TIG8	10.397148	9.331541
A0A0Q4TUY0	-5.86208	2.354118
A0A0Q4U5C1	6.515212	-7.177053
A0A0Q4UF61	9.444802	8.460946
A0A0Q4V6X2	-6.1908937	2.0060756
A0A0Q4W8Q6	18.606598	9.21763
A0A0Q4WX10	9.675262	8.700663
A0A0Q4XFM4	10.298763	8.637887
A0A0Q4XGB3	9.79562	8.587143
A0A0Q4XWU1	6.6267447	15.250314
A0A0Q4ZCQ2	8.886776	8.171643
A0A0Q5AX42	12.847164	14.341536
A0A0Q5AXQ7	12.845345	14.339601
A0A0Q5BUK3	12.840744	14.340236
A0A0Q5CC46	-3.1242294	2.5783355
A0A0Q5DFE4	19.397993	7.739427
A0A0Q5DHK4	10.573453	9.467907
A0A0Q5DLG0	2.3983161	12.844091
A0A0Q5E7Y8	1.9068749	19.35934
A0A0Q5E997	3.070964	1.4615123
A0A0Q5F4I6	19.884338	6.1294227
A0A0Q5FEF7	-9.923701	6.8152924
A0A0Q5GJC9	-18.41196	0.31694275
A0A0Q5HA81	-4.7732415	7.123948
A0A0Q5HPC7	11.46737	5.2638826
A0A0Q5HZW8	1.4817373	11.896142
A0A0Q5I1P9	-9.761968	6.8290076
A0A0Q5JI55	1.405784	1.467786
A0A0Q5JMB2	-4.9655056	7.164886
A0A0Q5JT16	-10.044834	6.442998
A0A0Q5KPQ9	-10.6134815	6.7152276
A0A0Q5LDN3	5.273746	4.268715
A0A0Q5LIC6	-5.153871	2.149198
A0A0Q5LTW4	-10.282327	7.193463
A0A0Q5LWP2	0.03387864	5.8435974
A0A0Q5MX79	1.8639439	-5.6460066
A0A0Q5N0Z6	-5.6660557	2.8205013
A0A0Q5NP04	-0.19533671	-5.0004134
A0A0Q5NPH3	4.2007976	5.089929
A0A0Q5NYR6	-6.601016	-2.6499414
A0A0Q5PG88	-10.900577	16.497034
A0A0Q5PHG2	2.5548246	13.9414835
A0A0Q5PQU9	8.086077	-6.1883917
A0A0Q5QF55	-1.9119351	-10.292669
A0A0Q5QYP0	-5.469174	-1.1068374
A0A0Q5RHR9	11.056611	3.4481902
A0A0Q5S138	-5.6170783	2.0162618
A0A0Q5SU95	1.5161492	-3.0446186
A0A0Q5TDJ8	-4.6732764	4.0099916
A0A0Q5TRY0	4.0686784	4.989329
A0A0Q5TTD4	-0.29181197	-5.254702
A0A0Q5UT00	8.250796	2.569668
A0A0Q5UWG2	4.404511	5.070327
A0A0Q5V1S8	8.211715	-6.2441063
A0A0Q5VAL6	-3.143591	14.546074
A0A0Q5VF51	10.526419	9.526906
A0A0Q5WH46	18.610987	9.216016
A0A0Q5WJD3	-3.2007062	14.507588
A0A0Q5XKV9	18.856339	8.763555
A0A0Q5Z2A0	6.7404456	15.799709
A0A0Q5ZE85	10.73693	9.570297
A0A0Q6A556	-2.0513134	-10.196235
A0A0Q6AE80	-1.949273	-10.31876
A0A0Q6AGS1	9.475969	-2.1250124
A0A0Q6AJI5	6.7449517	-7.365326
A0A0Q6B3G4	-5.6292562	2.0055265
A0A0Q6B9A0	4.189903	6.1791625
A0A0Q6BZ65	11.337168	5.1620126
A0A0Q6C5F3	11.530707	5.3718467
A0A0Q6ES71	11.601892	5.298396
A0A0Q6F2Z8	11.374188	5.8564215
A0A0Q6FCZ7	-13.260177	-8.716289
A0A0Q6FEQ4	19.762154	6.247489
A0A0Q6G8C9	1.996061	1.0439662
A0A0Q6GPL3	-9.02683	5.4543204
A0A0Q6JIS2	-8.807042	5.3814697
A0A0Q6JXT8	-8.900473	5.776995
A0A0Q6K7C8	10.210465	8.976209
A0A0Q6KDX5	-4.9595695	1.8098916
A0A0Q6KJI6	7.7354517	-6.5699134
A0A0Q6LD71	16.46167	5.1490417
A0A0Q6MEM5	-0.57592046	16.123411
A0A0Q6MQP7	17.776987	3.4706936
A0A0Q6N4Z4	7.276985	14.206867
A0A0Q6P7X6	-6.030006	5.560263
A0A0Q6PAC8	-10.754619	7.1622877
A0A0Q6PSA8	0.019326089	6.036728
A0A0Q6QCF1	19.72361	6.2507834
A0A0Q6RH55	0.33006483	22.381853
A0A0Q6RLI9	-3.1300905	2.5856564
A0A0Q6SGZ8	19.211826	5.9570937
A0A0Q6SL80	-7.3308406	9.438043
A0A0Q6T338	19.220333	7.979523
A0A0Q6TUH8	3.909872	12.316264
A0A0Q6U4B0	-2.197155	9.642661
A0A0Q6UZU6	4.0211987	12.349711
A0A0Q6VEW9	-12.962434	-8.762319
A0A0Q6VKX8	7.701687	7.8751173
A0A0Q6W216	1.5599604	12.485181
A0A0Q6W754	19.422922	5.7984037
A0A0Q6W968	7.125526	16.264528
A0A0Q6WQ83	-2.2021708	9.662708
A0A0Q6Z582	-12.822233	-1.2429469
A0A0Q6Z5R7	11.645061	6.443154
A0A0Q7A1L1	0.2522481	22.545868
A0A0Q7A1U3	18.587423	4.1044884
A0A0Q7A7K1	4.1395035	4.3881116
A0A0Q7BIN6	-2.3900151	9.823446
A0A0Q7BT28	-11.323991	-7.4266033
A0A0Q7CBU2	7.056421	13.717011
A0A0Q7D2M1	0.9197369	10.764208
A0A0Q7DD04	-0.69331217	1.3257762
A0A0Q7EE11	-6.1448355	6.003856
A0A0Q7EN19	1.9563686	-5.6307554
A0A0Q7ENR1	1.5682051	12.494242
A0A0Q7ETG4	-16.042519	0.69832593
A0A0Q7FDM3	1.1859332	10.98207
A0A0Q7FM14	-2.0907319	-5.7303944
A0A0Q7G2L1	-9.818345	6.8398294
A0A0Q7G3J9	-16.91898	1.5514317
A0A0Q7GXY5	6.9966125	13.690414
A0A0Q7IFD4	-5.867989	5.852786
A0A0Q7IRP4	-11.558824	-3.1828167
A0A0Q7IX27	3.610757	15.215582
A0A0Q7JEU8	2.3314273	1.8212034
A0A0Q7KBP6	-13.069332	-8.707547
A0A0Q7KW99	7.3323846	14.275215
A0A0Q7MCZ1	1.5165188	1.4356908
A0A0Q7MG72	19.32009	6.7301707
A0A0Q7NGF6	-4.6836576	0.8489851
A0A0Q7PWI2	2.4147675	6.8700976
A0A0Q7QH29	-13.500841	-8.601511
A0A0Q7QQR6	-13.995478	-8.467238
A0A0Q7RXM3	-10.048046	7.1321373
A0A0Q7RXU4	1.4481983	13.053309
A0A0Q7SL43	-2.213008	9.683554
A0A0Q7SUG2	1.5705677	-5.696088
A0A0Q7T6Y2	-0.36955535	5.4758487
A0A0Q7T812	1.614378	-5.7647076
A0A0Q7TPR5	11.387614	5.6099815
A0A0Q7U0B0	4.352511	13.161286
A0A0Q7VAF5	16.533018	4.46557
A0A0Q7VDK8	-10.447365	7.082549
A0A0Q7WAF5	2.6730886	12.875125
A0A0Q7WFS6	19.428864	7.5993547
A0A0Q7WKI6	4.293525	13.145983
A0A0Q7YV37	18.927551	4.180206
A0A0Q7YWD8	7.2053185	-7.8334627
A0A0Q7ZG94	-13.527326	-8.619891
A0A0Q8AFU9	-9.071236	7.2144294
A0A0Q8B2Q2	4.450193	23.189531
A0A0Q8BE92	18.989632	4.0810623
A0A0Q8BJ70	0.3243234	14.813797
A0A0Q8CD14	-9.787505	6.688136
A0A0Q8CMW0	3.8324113	24.256918
A0A0Q8DDV1	3.0349443	6.6072063
A0A0Q8DU06	-1.0253311	17.894892
A0A0Q8DZ75	2.4027925	18.288063
A0A0Q8E475	-11.110024	-6.8011274
A0A0Q8EH00	2.7581177	6.7727056
A0A0Q8EXH8	-11.619922	-3.2941656
A0A0Q8F4R1	2.970463	6.7566876
A0A0Q8FJD7	1.1482242	11.0751705
A0A0Q8H0T8	-2.4033642	9.840642
A0A0Q8HRQ8	2.0601625	19.278679
A0A0Q8I826	-11.188482	-7.0081844
A0A0Q8IUT1	-5.68025	5.6977205
A0A0Q8J3L3	2.5730429	6.8056273
A0A0Q8L5H7	20.028944	4.9972816
A0A0Q8LQ10	3.0013752	13.585468
A0A0Q8M598	1.449578	11.226493
A0A0Q8MA77	-2.5442405	17.554962
A0A0Q8MV44	18.972033	3.5161521
A0A0Q8MYS6	2.5531013	18.039202
A0A0Q8NL98	-9.038861	11.527672
A0A0Q8PBE4	-11.861837	-5.0693626
A0A0Q8Q7G5	-11.255313	-6.6218743
A0A0Q8QU90	9.13728	12.182121
A0A0Q8QVV1	5.7918634	-7.26737
A0A0Q8QZZ9	4.467415	4.431769
A0A0Q8R023	2.687991	12.757818
A0A0Q8RPV0	6.4112763	-7.9068956
A0A0Q8S297	-1.6849228	9.197719
A0A0Q8S9F5	-2.3509495	9.695717
A0A0Q8UGE3	1.0898772	11.022623
A0A0Q8UTY0	-11.271024	-7.355297
A0A0Q8V6F0	0.06137152	6.0685573
A0A0Q8VAN5	-14.147215	-8.367316
A0A0Q8VTQ7	-0.7212959	5.8053164
A0A0Q8WC18	-13.390223	-8.639519
A0A0Q8WP70	-14.051576	-8.418974
A0A0Q8XQH6	5.791569	-7.257626
A0A0Q8XRT1	-0.053689167	14.796309
A0A0Q8YAR8	1.8262752	24.162052
A0A0Q8YF94	5.856606	6.103169
A0A0Q9A4N5	-8.814292	11.718677
A0A0Q9AIL4	-12.8393545	-3.5275872
A0A0Q9ATT2	-5.6750026	-5.147865
A0A0Q9CET3	2.4074047	2.0955465
A0A0Q9DBB3	6.607106	15.424371
A0A0Q9DII0	-10.406958	7.084646
A0A0Q9EMF9	2.389645	6.7296734
A0A0Q9I693	9.976994	8.680456
A0A0Q9IA19	10.426731	9.156915
A0A0Q9JB81	0.06493437	5.8472943
A0A0Q9KGY3	11.883095	11.775352
A0A0Q9L274	1.5527459	0.63142043
A0A0Q9LBJ0	3.2828467	14.918482
A0A0Q9LLI4	3.4365845	14.993451
A0A0Q9LZA6	2.7332497	0.38630265
A0A0Q9M1P9	0.17760773	5.7116723
A0A0Q9M9U8	-6.7106104	-2.3804238
A0A0Q9NI89	-6.3175135	-3.005985
A0A0Q9NMR6	-5.7428617	-2.8895855
A0A0Q9NQD5	-6.3966403	-2.928465
A0A0Q9PBK1	-6.5591135	-2.543004
A0A0Q9PKU0	2.5566864	17.686111
A0A0Q9PMD9	1.7786983	19.543783
A0A0Q9PNP2	-1.4169374	17.912691
A0A0Q9PNS6	-2.1406915	17.31514
A0A0Q9QAF1	7.697369	7.8539267
A0A0Q9QVL2	0.23705606	5.865184
A0A0Q9QX39	-14.518339	-8.141973
A0A0Q9R6R1	-5.361882	-3.0779977
A0A0Q9RL04	-13.695842	-8.575083
A0A0Q9S0J6	3.7309568	15.579881
A0A0Q9SM09	2.6635242	0.42187482
A0A0Q9SUA7	2.7342536	0.36007506
A0A0Q9T787	-13.8574	-8.532153
A0A0Q9TK03	5.8834476	6.375782
A0A0Q9UPR3	5.9332614	6.101735
A0A0Q9XRH6	12.259266	1.380884
A0A0Q9Z379	6.7637362	2.6182802
A0A0Q9ZB41	8.1077585	2.6869152
A0A0Q9ZKG0	-0.65445566	4.3713536
A0A0Q9ZUA3	-0.8355359	4.0330844
A0A0R0A8V6	-4.877705	6.9545493
A0A0R0AR22	13.532742	-1.2113694
A0A0R0BCI7	13.532214	-1.2165222
A0A0R0BLU7	13.596109	-1.2550753
A0A0R0BXQ0	13.239616	-0.9316785
A0A0R0C459	13.56133	-1.2299715
A0A0R0CEC2	2.42957	6.807472
A0A0R0CXN7	13.535612	-1.268676
A0A0R0D4P4	13.6412325	-1.3090475
A0A0R0DJT8	13.564781	-1.2847316
A0A0R0DTU6	13.600485	-1.2806629
A0A0R0LKY4	-4.3504763	9.304918
A0A0R0M1V7	-8.461207	1.2764264
A0A0R0MNT6	8.078103	16.020582
A0A0R0S3M7	-17.912264	-0.111755714
A0A0R1EY51	-0.2009799	-4.1470795
A0A0R1EYT3	-3.0329537	12.664733
A0A0R1FWV2	1.5922878	-3.3956833
A0A0R1G207	12.02883	0.30093673
A0A0R1GMV6	-2.9703372	12.637959
A0A0R1GTG6	1.7984965	7.9331627
A0A0R1HRA2	12.288386	-0.18767217
A0A0R1I2X9	3.8192835	5.876547
A0A0R1IX32	3.7524974	6.0362763
A0A0R1JD36	10.618136	2.154716
A0A0R1JGW5	-4.3519487	10.889482
A0A0R1K6B2	1.6958354	7.99874
A0A0R1KVS5	3.7531166	5.95986
A0A0R1KX49	-2.5180042	4.9653835
A0A0R1L0F4	1.8100789	8.0610485
A0A0R1LTW7	1.8251483	7.912397
A0A0R1LUZ8	12.168861	-0.34010583
A0A0R1M6T7	1.8189737	7.7307568
A0A0R1M7L9	1.8785425	7.7201996
A0A0R1MQE3	1.7966774	7.7785826
A0A0R1MU24	-0.79817253	-4.3004704
A0A0R1NI91	12.225661	-0.3320968
A0A0R1NXI7	-2.5631115	4.913454
A0A0R1P7B9	4.411702	1.8036655
A0A0R1PD70	4.445074	3.2260385
A0A0R1PIF2	3.7971373	5.946137
A0A0R1QAF0	1.8420254	7.629316
A0A0R1QIM9	9.526316	-1.7472748
A0A0R1QKH1	1.8369057	7.85975
A0A0R1QUM6	3.80375	5.8399625
A0A0R1R2Q3	1.7622682	7.9243584
A0A0R1RA76	0.09557001	12.040781
A0A0R1SF30	12.045477	-0.41349474
A0A0R1SNR3	3.7580886	5.1024866
A0A0R1SWD6	12.50349	-0.5164963
A0A0R1TFQ1	9.384271	-1.6294411
A0A0R1TI64	13.663902	4.3907247
A0A0R1U3S3	-2.9043102	12.5495205
A0A0R1U959	12.323027	-0.39031368
A0A0R1U9F1	4.473561	2.8161983
A0A0R1UQJ1	1.7981372	7.860527
A0A0R1UR36	12.512569	-0.11370254
A0A0R1UW45	1.8246127	7.701264
A0A0R1VBR5	11.968793	0.83716935
A0A0R1VCV7	12.351079	-0.20854865
A0A0R1VG73	1.8978761	7.7249384
A0A0R1VY27	12.334195	-0.4286383
A0A0R1W2D9	-5.0446463	10.126691
A0A0R1WFJ3	3.9602988	2.1986578
A0A0R1WP93	3.7291858	5.899315
A0A0R1X6X5	10.728477	1.604762
A0A0R1XIN8	4.2917485	2.1415637
A0A0R1XN72	12.384464	-0.462188
A0A0R1Y5I5	12.513059	-0.47872216
A0A0R1YT89	-2.5192907	4.834228
A0A0R1YWX4	12.520352	-0.5606032
A0A0R1ZN09	-2.955609	12.719473
A0A0R2A2K3	12.137993	-0.28331384
A0A0R2AGM6	2.9692528	15.881844
A0A0R2ARD2	10.761571	1.5852965
A0A0R2B458	-0.28816897	12.067541
A0A0R2B4Y7	9.4795885	-1.499465
A0A0R2B8W8	13.635046	4.2774625
A0A0R2BMT8	3.6469855	5.430045
A0A0R2C9D7	-2.9325528	12.616193
A0A0R2CGW2	1.7927157	7.6129303
A0A0R2CI50	0.524539	-3.3112566
A0A0R2CL23	1.9593451	7.849307
A0A0R2DAB1	1.9165955	7.6347613
A0A0R2DC31	1.8807845	7.7728887
A0A0R2EVZ5	4.5619197	1.7951437
A0A0R2EYH0	1.9590975	7.734325
A0A0R2FBR6	4.101985	2.6848736
A0A0R2FS35	0.044424783	12.229837
A0A0R2FV97	0.1921687	10.520586
A0A0R2G6U7	1.8180182	7.66958
A0A0R2H3E0	4.613655	2.8200898
A0A0R2H9U0	3.3468447	4.8798175
A0A0R2IBI9	4.0238647	2.3988173
A0A0R2JF15	2.0099578	5.475412
A0A0R2JXK5	1.1123185	-2.5721016
A0A0R2KTB1	12.360435	-0.44620898
A0A0R2L4J1	0.15286444	11.909056
A0A0R2LJI1	3.7223277	5.8225274
A0A0R2LK45	-2.3887048	5.1956635
A0A0R2LY08	1.6818935	7.9613585
A0A0R2M6M5	11.362127	1.1038436
A0A0R2MZJ0	-3.1576142	6.3451886
A0A0R2NZY8	10.835568	1.3500496
A0A0R2PB56	0.8800352	1.8235983
A0A0R2PQE5	-11.744312	-1.5891505
A0A0R2PXM9	-11.7272625	-1.4843731
A0A0R2Q903	-11.694312	-1.5323035
A0A0R2QH60	-11.633961	-0.756648
A0A0R2QI95	2.4687145	14.22711
A0A0R2QJ02	3.423912	10.993378
A0A0R2R000	-11.672833	-1.3937656
A0A0R2R1Q9	-11.600889	-1.0026302
A0A0R2R251	15.824739	7.265534
A0A0R2R7J5	-3.134884	10.188752
A0A0R2RSQ6	15.305122	7.879003
A0A0R2S2P3	0.6940532	4.271375
A0A0R2S994	0.65459216	16.23845
A0A0R2SQB5	2.4375954	14.182655
A0A0R2SWC7	1.4535679	15.818898
A0A0R2T1G7	8.048049	2.7272847
A0A0R2T810	-3.256588	10.17367
A0A0R2TC88	3.3046076	17.653254
A0A0R2TLC9	14.809822	8.75486
A0A0R2TP27	14.315616	7.8794603
A0A0R2TS86	2.9898732	5.6650505
A0A0R2U0I9	-8.868473	1.8914508
A0A0R2U0U7	2.413657	14.080402
A0A0R2VBD3	-3.6475086	2.3966851
A0A0R2VMR9	3.8812373	6.5451617
A0A0R2WU82	14.282787	8.333153
A0A0R2WWG8	3.366477	16.902653
A0A0R2XI14	3.3406184	17.08787
A0A0R2YFX8	0.91984165	23.339306
A0A0R2ZQQ2	0.7504907	23.036097
A0A0R3AJB3	1.6213453	24.046286
A0A0R3BQZ5	9.68957	8.442872
A0A0R3CAF9	9.416809	-2.002601
A0A0R3CSL4	9.327902	-1.8782872
A0A0R3EFB7	-5.6890836	-1.2899469
A0A0R3FCD2	-5.4540687	-1.2521775
A0A0R3FLY2	-5.6042247	-1.472919
A0A0R3H8L7	-5.4026017	-1.2232168
A0A0R3I538	-5.538502	-1.3180931
A0A0R3KLH1	11.245073	4.5912867
A0A0R3L817	11.33157	4.787424
A0A0R3MIH9	11.278925	5.5927415
A0A0R3N7C6	11.28553	5.6985316
A0A0R9NBA7	-13.985657	4.8369117
A0A0S1AX66	13.407938	-1.071227
A0A0S1S9D1	11.255145	-4.1146464
A0A0S1UPG3	-11.304236	-6.00487
A0A0S1XMR6	2.289127	-11.285024
A0A0S1XS30	3.1696007	-11.238473
A0A0S1Y3I6	-0.59906054	4.506104
A0A0S1YMN5	-4.2399774	5.3838205
A0A0S2DEQ1	2.8794208	6.7574654
A0A0S2EQP9	11.28947	4.2362924
A0A0S2FDQ4	3.3718815	6.84063
A0A0S2FT23	3.0777688	6.7755003
A0A0S2I2H7	-4.454017	5.001545
A0A0S2JY58	0.39226106	-9.3691435
A0A0S2KEK4	3.4517689	16.983002
A0A0S2KGZ5	4.503156	11.065141
A0A0S2LXF2	-5.224958	-1.9698819
A0A0S2MK25	-8.776717	-3.17327
A0A0S2P230	-4.4355974	14.640909
A0A0S2S7Y6	3.3679776	15.229165
A0A0S2SPA2	-11.291163	9.86323
A0A0S2TA54	4.3888197	16.195116
A0A0S2W5H4	-0.27886397	-3.4585156
A0A0S3F3C2	9.472133	-0.86900294
A0A0S3PYG2	10.012303	9.010995
A0A0S3TRD7	3.5438669	-1.6815722
A0A0S3TUY2	-8.555078	1.4378054
A0A0S3U270	3.6318316	-0.59458536
A0A0S4HVK3	2.135912	19.284958
A0A0S4I9E7	3.2118807	18.07471
A0A0S4LBX3	-5.1714253	-1.7734923
A0A0S4NRV6	4.6023774	3.105576
A0A0S4QKV0	1.9095379	2.6627119
A0A0S4R6H9	6.5602217	-3.130083
A0A0S4TYF2	7.325126	11.575709
A0A0S4XA05	6.8571973	11.264374
A0A0S6TH40	-3.5533266	4.5374475
A0A0S6URG6	9.390669	-2.086856
A0A0S6WA50	4.0864677	11.546986
A0A0S6WQK0	6.776605	-6.4437256
A0A0S7BZ87	-0.81131566	-7.064747
A0A0S7E771	7.332542	2.9245825
A0A0S7YJE3	4.9380474	4.3666663
A0A0S7Z0P1	2.6214566	17.242704
A0A0S7ZTD4	6.7233334	8.599202
A0A0S8A6T4	-6.2456303	10.865892
A0A0S8AVY9	-1.7346393	-4.9476466
A0A0S8BKC7	-5.785058	10.41491
A0A0S8BMU4	-4.861795	3.7346678
A0A0S8BRD2	-1.7135097	16.917284
A0A0S8BXH5	6.861084	8.710852
A0A0S8C3P4	-0.9608011	17.548323
A0A0S8CSD5	3.242856	2.8963447
A0A0S8CSR8	-0.4689238	17.104155
A0A0S8DU59	-5.9725623	10.2449
A0A0S8FJ07	7.056986	8.557433
A0A0S8GKD7	0.6067674	16.430899
A0A0S8JHR0	3.1597197	0.93300414
A0A0S8K133	3.729281	11.481053
A0A0S8K4L5	4.33781	5.127486
A0A0S8L4K4	6.8401256	2.367867
A0A0S8YUA4	3.6132665	22.535456
A0A0S9C9V9	5.6952157	7.3490434
A0A0S9CMT8	-6.4533787	-2.34993
A0A0S9DCX7	-6.598599	-2.5676205
A0A0S9DUU4	-0.0457072	6.091622
A0A0S9F244	7.403236	16.32011
A0A0S9K2E8	-9.875699	6.44551
A0A0S9L8G1	6.9990673	16.285078
A0A0S9MT94	6.7280827	16.011366
A0A0S9NGH4	1.4851707	-5.6460557
A0A0S9PJG2	-0.043919638	6.048158
A0A0S9Q6Z1	-11.652576	-7.797072
A0A0S9QFY5	9.712846	8.609094
A0A0S9QKZ9	2.7721977	13.776808
A0A0S9QZZ7	9.490092	8.652568
A0A0S9R0J8	-13.676568	-8.553783
A0A0S9S888	10.393604	9.226757
A0A0T0M6H0	-2.324524	-9.9806595
A0A0T0MHW1	1.9822931	1.2127544
A0A0T0PUF3	6.360699	7.447866
A0A0T1Q2Y8	-12.734769	-1.7298566
A0A0T1STJ5	-11.99434	-5.528402
A0A0T1UNV2	-13.119766	-2.615501
A0A0T1WLN4	-9.217709	5.5142226
A0A0T1X576	19.644037	5.727622
A0A0T2IHF9	2.5633757	0.53889114
A0A0T2KWT1	-10.417289	6.894751
A0A0T2MVX2	-5.742752	5.882123
A0A0T2QBD8	6.1371665	-8.206438
A0A0T2YIY5	7.224913	16.366415
A0A0T5NTZ5	15.28832	9.679254
A0A0T5P894	13.950939	8.115562
A0A0T5PIJ9	4.2334094	10.062159
A0A0T5VHC5	-0.41372752	-5.1348867
A0A0T5VKD1	4.1304026	5.0470424
A0A0T6DTB1	-0.65081203	4.3123093
A0A0T6LY85	-12.199019	-4.0755177
A0A0T6M7U6	1.2539164	-11.470613
A0A0T6U439	-11.567051	10.160371
A0A0T6UUF9	2.3320367	22.604883
