protid	tSNE1	tSNE2
A0A243T4W7	-96.09904	4.932981
A0A243WIQ6	10.760034	48.108685
A0A244CX52	-44.967484	103.7365
A0A244DKC7	126.455505	-37.799465
A0A244EE33	59.479042	0.10565162
A0A244EL95	123.52539	35.497765
A0A245ZSM0	-66.50577	-20.871994
A0A245ZW88	-66.43995	-20.69458
A0A246ACZ9	20.018133	22.343313
A0A246ANB4	55.012154	19.798094
A0A246B7K4	55.104897	19.750702
A0A246DU77	-17.430477	-140.64345
A0A246E9B8	-130.30817	22.323812
A0A246FDJ7	129.05475	32.741863
A0A246FTE1	-32.504574	56.625458
A0A246G6I5	127.86036	32.910667
A0A246G8J8	-9.7323265	47.871284
A0A246GKP4	-9.6828985	47.834835
A0A246GYH1	142.71924	12.344442
A0A246HHM6	-97.69326	-34.229534
A0A246IBT7	-102.00475	-32.888866
A0A246J4W6	-11.202712	55.05663
A0A246JQG6	9.139507	-119.41918
A0A246JV07	-42.080887	4.2979093
A0A246KPQ9	-99.98167	59.286983
A0A246L0V3	-98.94482	-34.933865
A0A246NFX5	-22.260447	141.4209
A0A246PXE1	33.521908	130.69241
A0A246Q266	12.280226	108.782906
A0A246RH02	52.15609	62.01634
A0A246S488	71.69466	50.83225
A0A246SJ74	-19.998693	-137.24294
A0A246TDI3	-18.097385	-141.94005
A0A246TZG4	-17.85166	-132.67966
A0A246U8H4	-9.945655	-132.8489
A0A246WL78	86.41773	13.435712
A0A248JYJ9	-35.426834	1.4098663
A0A248K814	56.595238	79.65567
A0A248L686	68.8535	43.78224
A0A248LFE8	83.893166	-52.71833
A0A248UHD9	-46.45771	-27.016897
A0A248VHZ2	127.320145	-26.262434
A0A248W415	-20.377562	-135.19437
A0A248X6I5	39.45774	-40.06917
A0A248YK90	53.642895	60.11186
A0A249DHK0	-50.477314	-54.870407
A0A249JZ55	51.299408	48.429764
A0A249KAH1	50.93151	47.485657
A0A249KC54	51.496	46.299686
A0A249KFT7	51.050167	46.72911
A0A249KNC3	51.661903	46.58113
A0A249KUG0	53.684273	42.659508
A0A249L5C7	52.282166	46.707027
A0A249LDZ7	51.5602	46.072475
A0A249LH84	-124.41477	23.430832
A0A249LWW3	-26.040527	-78.917595
A0A249MWN4	-31.223215	38.82027
A0A249N518	-50.124897	-54.63924
A0A249NQC3	-16.94725	-131.70847
A0A249P974	-28.1559	-148.25098
A0A249PQS4	-13.351829	-143.11034
A0A249STL3	8.425706	28.650417
A0A249SZV5	74.34685	-32.623913
A0A249XF85	32.43423	125.83114
A0A250B4J8	-26.989399	141.41914
A0A250DLJ9	58.370247	-0.29832828
A0A250EQL8	42.664993	26.670057
A0A250FF33	41.46322	27.248486
A0A250FN98	41.124283	27.25295
A0A250FPE7	71.710434	-18.351944
A0A250FW87	42.551846	26.59685
A0A250G8E6	39.397957	25.908161
A0A250IPY5	98.05642	-76.45982
A0A250J6R4	96.73287	-78.444435
A0A250JKT8	94.84669	-79.31639
A0A250VS77	-28.008646	-79.425995
A0A251WG97	-18.248148	-16.420816
A0A251X1A3	-35.141506	-7.0320206
A0A251XC80	-89.42541	79.36145
A0A251XK71	120.4036	-10.245084
A0A251XWX8	120.44097	-10.075748
A0A251YDC8	120.410805	-10.0473995
A0A251YEM1	120.23911	-9.9768095
A0A251YMZ2	120.14605	-10.073143
A0A251Z0A8	120.46574	-10.118449
A0A251ZA86	-131.506	-40.178856
A0A251ZIA2	-23.390224	139.23618
A0A251ZWQ8	-98.07923	60.923824
A0A252A436	74.105545	-50.511433
A0A252A8Q0	-48.547276	52.358807
A0A252AWY1	-48.498108	52.461166
A0A252B979	-86.81211	13.102803
A0A252BGI9	73.76114	-50.230705
A0A252BJV9	-87.83033	17.955263
A0A252BW84	-86.608154	13.457145
A0A252C7D8	74.40739	-50.727825
A0A252CRD7	-21.619934	-26.576479
A0A252CRH7	-24.152996	-24.596304
A0A252CV68	-135.81337	-35.580585
A0A252CXW8	-135.18933	-37.021683
A0A252DEX7	-134.82076	-36.537067
A0A252DVG5	-134.16098	-37.25275
A0A252E732	-21.186008	-26.788177
A0A252E8H4	-135.60446	-36.026726
A0A252EC23	-129.32765	-35.754307
A0A252EF98	-48.52697	52.406578
A0A252F2W1	-54.058674	-65.594025
A0A252F332	-56.553352	-75.21569
A0A254N7K8	-41.677963	53.63027
A0A254NFW6	-0.2026881	2.4313455
A0A254QAS9	-24.8225	-74.283646
A0A254QFK6	-29.461853	0.02358418
A0A254R133	19.194252	-128.85994
A0A254R812	19.588531	-133.6599
A0A254TS56	-26.150656	-41.36556
A0A254UQY8	-14.695678	25.137215
A0A255DS15	-128.73602	-8.59156
A0A255ESY2	-139.68324	48.799534
A0A255G779	-140.08525	50.605316
A0A255H5A8	-140.05351	52.268734
A0A255HL73	20.477276	-27.737127
A0A255N2D4	-30.593082	139.95029
A0A255PKH4	90.03328	-82.474594
A0A255R548	4.452173	62.12852
A0A255SP54	-114.57475	74.41762
A0A255TPG2	-113.65044	74.19131
A0A255XF68	142.39496	28.211073
A0A255XND1	-41.402164	27.479774
A0A255YF97	-36.245613	-5.5674386
A0A255YUL9	-37.496437	1.1965117
A0A255Z9P9	-17.131413	43.74976
A0A255ZDH1	-13.296329	42.214672
A0A255ZEP7	54.255665	0.23809128
A0A256BAE8	100.66611	-73.90715
A0A256BVM7	23.766764	25.217117
A0A256C8N2	23.829487	25.211195
A0A256CRE8	118.65925	-12.818574
A0A256F263	-46.013985	-27.002808
A0A256FH69	-46.15605	-27.127935
A0A256FVD8	-46.166023	-27.543787
A0A256GF44	-45.913567	-28.215376
A0A256GLS1	-46.377785	-27.777025
A0A256H3Y5	-123.24656	22.590229
A0A256HCN7	-123.45747	22.292292
A0A256I3D9	-123.170876	22.586563
A0A256IDK7	7.625945	-6.896801
A0A256IRU7	-2.4508562	87.58642
A0A256J1G9	-124.2702	21.890049
A0A256JN20	-123.2013	22.550207
A0A256K245	-2.4580326	87.59176
A0A256KV53	-123.14661	22.523632
A0A256LUF0	-123.07515	22.549292
A0A256VF83	20.615948	60.64841
A0A256VLN3	19.622377	54.641907
A0A256W856	74.447105	-28.114647
A0A256W8I6	49.643555	25.093615
A0A256WM62	-37.600845	-55.76553
A0A256WUP7	34.32672	-13.485717
A0A257CDQ7	-32.704586	53.124622
A0A257CR07	60.223755	0.2181106
A0A257DGG5	-44.303493	-10.091902
A0A257DGU2	46.535137	4.3298736
A0A257DW22	131.56187	32.076557
A0A257EFU0	67.13093	-0.08715092
A0A257ELZ4	-46.30884	-8.544986
A0A257F0L1	20.450045	-130.45149
A0A257FPK7	-41.886917	53.616528
A0A257G1C3	76.26831	-8.570096
A0A257GF98	-42.900146	-7.8670573
A0A257GPK3	17.152931	-136.13461
A0A257HJP4	-3.7274406	-116.9669
A0A257HR50	10.69453	-121.49966
A0A257HXA7	114.55914	-13.753446
A0A257IT48	39.028004	109.71465
A0A257J982	-96.81045	60.760345
A0A257JMU4	9.146733	-120.55128
A0A257K363	-12.933995	40.82262
A0A257KA92	-12.461718	42.08872
A0A257KGJ8	45.59459	-72.40902
A0A257L8U4	1.6086172	96.208664
A0A257M4N8	85.760475	32.384594
A0A257N201	-45.24596	77.21352
A0A257N3M8	-68.8453	-11.325778
A0A257NAC1	25.973452	-64.470024
A0A257NHA9	-51.191925	72.339226
A0A257NSI9	43.640236	-67.82343
A0A257NYQ4	-67.995636	41.69925
A0A257P083	117.873024	-19.689293
A0A257PTH1	-63.577583	-12.517799
A0A257PW37	8.355869	94.76766
A0A257Q6T4	37.493732	-58.895935
A0A257QAS7	-44.351	52.96741
A0A257QJP9	-49.035587	-26.67958
A0A257QRI1	-58.50341	-24.436104
A0A257R6A4	-48.90799	-26.784145
A0A257RHL3	-21.458017	-58.58295
A0A257RW85	-15.421478	-63.95795
A0A257SB35	69.84345	-46.494648
A0A257SVR6	-43.83314	71.09964
A0A257T9G2	52.40234	-117.45098
A0A257UKE0	33.607166	45.025166
A0A257UXL8	-52.392654	-26.99986
A0A257V6R0	33.660446	45.069454
A0A257WFI1	115.861336	-14.233798
A0A257WZ32	72.60181	-47.894573
A0A257XCJ5	-68.12715	-12.019775
A0A257XYJ9	101.16997	12.342647
A0A257Y9A8	-45.405018	-28.00925
A0A257YGR0	47.838158	-69.51289
A0A257ZIR1	16.926939	-123.55203
A0A257ZPA6	-42.764946	28.949652
A0A258A6T8	46.8723	-63.22614
A0A258AMY8	-77.73796	-82.3751
A0A258B3U3	95.2559	-42.491604
A0A258CQM8	33.146854	-59.27444
A0A258D402	72.69447	-47.78808
A0A258DDA6	57.28438	12.2057
A0A258EFM0	15.799826	-133.74947
A0A258F3Y7	18.410124	-122.89229
A0A258FFY8	101.89805	11.245048
A0A258FRT5	-15.556493	-42.769
A0A258FZC8	33.242496	-51.97777
A0A258GMS8	-15.302286	28.682652
A0A258GPZ5	-23.287556	-2.5843909
A0A258GQ67	8.289415	-120.388725
A0A258GQT3	-44.495975	-2.9604037
A0A258HIY9	-100.89806	57.16815
A0A258HJJ3	-118.00416	-19.254705
A0A258HVS4	-42.02052	-5.6596947
A0A258I1I2	39.693985	-61.019943
A0A258IQ89	72.38104	-48.727352
A0A258JBX9	-12.981019	-41.891117
A0A258JJ28	-101.02674	56.858612
A0A258K6Z9	-42.730854	29.013577
A0A258L646	-17.045506	-43.106663
A0A258LAJ7	-65.717834	-11.057938
A0A258N6H9	57.335182	12.237088
A0A258NGB2	58.89758	0.0892413
A0A258P3T0	55.358868	0.26293775
A0A258Q212	-78.0314	59.94042
A0A258QF50	66.100266	0.80300784
A0A258R4L3	102.519585	0.71882117
A0A258RJM1	33.6751	-52.700485
A0A258RQY9	33.172405	-51.807034
A0A258RWH4	-46.838318	-8.910693
A0A258S2J0	-70.767265	40.859398
A0A258SJI9	33.287052	-51.99368
A0A258THQ3	33.558357	-52.79251
A0A258TPT2	97.96825	5.568357
A0A258U7D2	76.5659	-6.0030413
A0A258UC14	114.53983	-13.747574
A0A258UJM5	57.31191	12.225221
A0A258V1Z0	-47.712883	-0.8911208
A0A258VGV5	2.9059157	-80.2421
A0A258VMD7	-12.833258	-41.847843
A0A258WQT5	93.2167	-43.06012
A0A258X5C4	-19.058382	-1.7498114
A0A258XJ89	78.21415	-6.8782773
A0A258YIC9	114.54687	-13.749614
A0A258YXA4	102.252914	9.45084
A0A258Z9L1	-48.305977	-7.7577662
A0A258ZF98	-66.55565	42.36198
A0A259ACS2	-52.267467	-26.158571
A0A259BCM4	-67.847664	42.041237
A0A259CMS3	-19.453907	-1.9376323
A0A259D4S2	78.696175	-7.852144
A0A259DKP2	100.46513	13.760719
A0A259E1L8	-47.397404	-0.27851
A0A259EP27	93.89201	17.552176
A0A259F868	102.499016	9.675508
A0A259FJW6	93.46353	15.763606
A0A259GU92	78.42672	-7.235251
A0A259HA90	-2.2919316	33.612885
A0A259K4T0	39.841335	105.12233
A0A259KC71	57.329903	12.232538
A0A259KLI3	72.78617	-3.291274
A0A259KZU5	-51.895676	-27.323822
A0A259LZK3	-64.12705	-19.882767
A0A259M8D6	51.40363	-112.952194
A0A259N8M7	-65.83438	42.618004
A0A259N8S9	141.66466	29.373983
A0A259P2G3	39.388058	26.292145
A0A259PRP9	9.660534	-13.2877245
A0A259QRS8	96.27353	53.799156
A0A259QVM0	117.85828	-19.70332
A0A259QZW4	90.520805	25.620594
A0A259RG34	117.90895	-19.742912
A0A259RSA9	117.875275	-19.708622
A0A259SEZ5	51.437313	45.308723
A0A259STB5	15.983526	18.758703
A0A259TGL6	106.01803	-63.08755
A0A259U3N3	99.097336	-78.45706
A0A259U589	1.5037146	-75.46396
A0A259USJ8	1.9622865	-76.41251
A0A259XHC7	-126.595795	-4.2983932
A0A259YZY7	-125.587204	-11.397335
A0A259ZSV1	-122.42748	-4.2440715
A0A260B4W3	-123.76313	-3.8011363
A0A260BZR5	-125.23702	-3.1508152
A0A260E5N1	-123.2963	-4.3341174
A0A260J419	-124.50361	-3.3929732
A0A260M0D2	-128.85991	-3.3754117
A0A260Q2H9	-121.332794	-6.201048
A0A260QI05	-125.228905	-5.413253
A0A260QNR2	-122.05304	-5.9563446
A0A260SRA6	-123.30589	-4.342061
A0A260TAI6	-122.644325	-5.84631
A0A260TGN4	-127.71077	-2.779029
A0A260UUI1	-123.45361	-6.8288713
A0A260W5Z4	-122.878365	-4.760989
A0A261D1K1	21.193314	-1.6903045
A0A261ERH4	40.433372	-36.342663
A0A261EV58	42.374245	-36.58887
A0A261EVA6	43.181614	-36.381096
A0A261FCI4	-5.0551395	-6.168711
A0A261FL14	38.944828	-30.01304
A0A261FXP9	40.059208	-35.066746
A0A261G3U9	38.941242	-35.855305
A0A261GTX9	99.996185	50.503372
A0A261KIL8	-18.717789	-13.055435
A0A261Q6J4	34.682762	137.17435
A0A261QIY3	-85.65928	2.9809618
A0A261QZU0	136.73328	-7.2905254
A0A261RDL7	130.55864	-7.2212043
A0A261S1M7	11.85415	108.940506
A0A261S9Z7	139.6522	-8.177522
A0A261TBW6	139.4923	-8.148014
A0A261UB98	134.81042	-7.193713
A0A261US41	132.93643	-7.1207395
A0A261VBP6	138.80858	-8.01397
A0A261VSE7	138.51099	-7.8943706
A0A261WI64	133.98149	31.211775
A0A263D868	-112.475525	37.474678
A0A263DUR9	89.15762	-80.63016
A0A263P154	117.87074	42.855362
A0A264E1G7	65.79397	-37.748142
A0A264W574	-74.55886	42.10374
A0A264YWV7	22.742107	63.53829
A0A265B9H0	72.66149	86.830124
A0A265E0G4	74.56737	50.671734
A0A265E835	-84.258965	-19.871534
A0A265UTV0	-60.971622	-40.09849
A0A266NCA6	119.34694	38.680153
A0A266QDA1	-19.210184	61.608234
A0A267AWD7	125.0917	36.466797
A0A267DAV0	132.82892	25.481627
A0A267KS55	129.3634	26.630726
A0A267THK9	18.48955	53.50248
A0A267WPA3	39.396877	-38.89925
A0A268AFX7	32.62386	43.201653
A0A268AYB3	62.560505	-40.85106
A0A268BVI2	32.850403	43.401333
A0A268EAQ3	-83.843025	3.187852
A0A268ETK3	92.676544	-51.392826
A0A268HHR1	32.927776	43.12577
A0A268S9J4	64.53337	-39.094532
A0A268TAN1	22.033468	-80.712364
A0A268TGR9	22.035355	-80.71421
A0A268TLI6	-3.1376052	27.373978
A0A268TPK4	22.032314	-80.71325
A0A268TSI6	22.033249	-80.712715
A0A268U236	22.040415	-80.71359
A0A268U4D3	-3.0435715	27.30041
A0A268UA83	22.032677	-80.71057
A0A269TIY6	35.602642	41.104397
A0A269U2E0	-36.536907	-103.20075
A0A269W9R8	92.57222	-51.240177
A0A269XJB2	-89.23326	-20.094265
A0A269Y1Q1	-86.87139	13.082787
A0A269YG16	-51.79007	-70.37699
A0A269ZBJ4	-7.4296083	-30.76531
A0A270AUP5	-76.36716	39.435226
A0A270B3G9	-39.58942	3.8794816
A0A270BSW8	-86.57381	13.578959
A0A270NRH5	-99.17109	-34.320736
A0A270PLI8	137.0658	20.262808
A0A270QNU7	-33.24273	-97.095985
A0A270UNX0	-24.545874	137.28079
A0A271J606	55.0439	44.535027
A0A271JI15	54.995605	44.8599
A0A271KDT8	-8.518626	-138.21626
A0A271LVW2	-15.96074	-148.09657
A0A271M3S3	-85.63407	2.9794602
A0A271VRW1	-5.203878	142.3936
A0A272ENC7	46.313057	3.7034876
A0A285BU15	85.25399	34.846268
A0A285C4H3	-28.712368	-86.222725
A0A285CMX3	16.1888	-134.38423
A0A285DES9	-24.775614	-86.63023
A0A285E2H8	-125.04649	-5.847144
A0A285EIW1	48.008793	108.203514
A0A285EQ40	70.15363	-35.70324
A0A285FT68	-118.215775	24.997349
A0A285G6L1	134.0187	21.67881
A0A285GX34	7.874074	93.78383
A0A285IIM9	16.78239	-127.99718
A0A285IX03	41.61158	28.19782
A0A285KFJ1	-24.200396	138.24536
A0A285LYU7	-129.49168	-5.343618
A0A285MBH3	-11.832604	-43.100166
A0A285MVE8	37.939674	104.85066
A0A285N5T4	32.49367	43.30083
A0A285NK60	-17.738552	-40.45936
A0A285NXK5	16.55455	102.62686
A0A285P8H1	135.8571	19.702131
A0A285PRC5	16.29427	-28.68977
A0A285PRX6	39.436012	109.674995
A0A285Q793	52.603622	-110.56416
A0A285QRC9	-60.35771	-110.257965
A0A285R084	-2.3961504	21.871984
A0A285RHK3	-84.96759	3.0399332
A0A285RKP4	-41.966286	36.736736
A0A285SAI0	-61.95007	12.158654
A0A285SVG9	-6.0045033	60.231754
A0A285SVZ4	-47.718002	2.5204408
A0A285TRL7	44.38569	-63.851448
A0A285TZR2	-3.1935446	98.17319
A0A285UC21	-90.4826	-18.944147
A0A285UCR7	-17.923067	-136.20494
A0A285V6K4	-128.93323	16.951162
A0A285VR90	-49.635887	70.977554
A0A285X4K1	-17.292147	38.90145
A0A285X7D3	-12.373185	44.250763
A0A285XUP2	-116.781525	0.2828868
A0A285YT25	94.59031	47.714474
A0A285ZTU7	-49.029537	-61.2906
A0A286AFG8	86.643974	30.79154
A0A286B2W5	77.09916	-5.5395055
A0A286BWM4	-33.35698	142.37398
A0A286C2G8	-94.97329	17.897425
A0A286CIX5	-31.898026	-90.29109
A0A286CV37	19.06907	-44.640232
A0A286E1L3	-45.213184	-112.331856
A0A286E1V3	-78.98002	14.457068
A0A286ER50	99.68712	-78.72138
A0A286EZN1	-30.512802	-89.956894
A0A286FQK3	-34.147747	-94.01272
A0A286GC06	99.96003	-78.9844
A0A286GNF5	-49.993664	-2.6630995
A0A286GPP0	29.621126	67.22365
A0A286HCH3	26.184174	41.259094
A0A286HVL2	-35.875664	-102.616356
A0A286IB98	-19.66341	-130.60945
A0A286IWI8	44.533993	4.449109
A0A286NTB9	42.59624	26.647081
A0A286P3S1	-42.5542	69.045906
A0A286RFE0	-18.199268	-49.256615
A0A288Q8C1	-2.428374	27.887358
A0A290HTY9	4.2114787	-78.188286
A0A290MWY4	72.14128	-48.402866
A0A290Q4D8	-40.019028	-57.87545
A0A290RS79	-26.349495	94.79448
A0A290TA44	70.21512	-63.025402
A0A290TTV0	-26.023159	94.02524
A0A290WUW1	-27.581213	-40.402706
A0A290XFP5	18.20366	-44.73391
A0A290XRA1	21.327152	1.5008334
A0A290ZD49	-113.55082	38.477165
A0A290ZMG8	101.67219	5.534694
A0A291A3T0	19.454403	-46.2795
A0A291AA92	128.6288	26.742432
A0A291DGF1	53.451622	-14.491291
A0A291DUL5	-30.129976	137.80486
A0A291EDM7	-32.54355	144.12154
A0A291EKF4	99.49959	-17.658754
A0A291HMX8	-1.1511518	134.22961
A0A291IK74	-42.800755	76.574905
A0A291JHE8	-89.05206	-18.964205
A0A291M3V5	14.898558	-124.289215
A0A291PBC8	-49.70293	71.13211
A0A291PID7	-48.66548	52.31982
A0A291QBH5	92.58329	-81.389885
A0A291R0Q3	-35.493332	29.790632
A0A291R1B9	-86.50536	66.66623
A0A291RQJ4	17.231035	-1.028339
A0A291SSC8	-32.6298	-98.589195
A0A291T797	40.724606	19.775347
A0A291TFZ5	71.62815	-22.294582
A0A291U1J4	71.431564	-20.006086
A0A292DHK7	-84.8222	-17.948229
A0A292E6I4	-27.870998	-147.99937
A0A292G821	19.99971	-12.898995
A0A292YLI4	93.18211	-37.8375
A0A292Z794	0.4914546	83.805115
A0A292ZHS8	-31.391096	38.522762
A0A293RXA3	35.539043	-99.61255
A0A293RY49	19.577557	-99.47212
A0A293S174	35.20398	-97.252815
A0A293SDC7	25.908539	-89.62892
A0A293SHG8	23.485302	-100.51211
A0A293SMJ4	22.581675	-101.53459
A0A293SQL9	18.59792	-97.84252
A0A293SSU3	25.992887	-104.20191
A0A293T118	26.366179	-90.7426
A0A293T5D3	33.37236	-99.9919
A0A293T8I4	14.752996	-94.15466
A0A293TFT0	22.569984	-85.981346
A0A293TH51	25.206963	-90.44357
A0A293TU18	15.060338	-92.482285
A0A293TXL8	29.429338	-93.249344
A0A293U0C6	22.978697	-90.26038
A0A293U5P1	21.327291	-85.97327
A0A293U7L5	35.483948	-97.07108
A0A293UBN6	22.737299	-89.418144
A0A293UHW4	34.17349	-96.78123
A0A293UUW3	18.171026	-99.942955
A0A293V7C3	21.415092	-91.4607
A0A293VAI9	18.648174	-94.19237
A0A293VDS3	16.16275	-91.227974
A0A2A1KD38	-89.606064	-18.843704
A0A2A2AEL0	34.167316	73.13094
A0A2A2AL29	34.167316	73.13117
A0A2A2AT84	34.171173	73.1345
A0A2A2ATS6	34.162926	73.13881
A0A2A2B6B7	12.574213	107.079506
A0A2A2CVV3	-54.156857	-111.72051
A0A2A2DP49	130.50668	31.174572
A0A2A2DU83	140.39696	23.260084
A0A2A2EGB1	36.68924	-35.929928
A0A2A2EL87	40.879436	-34.421104
A0A2A2EV03	-50.60465	70.53933
A0A2A2FAM2	82.14436	-54.70639
A0A2A2FTX8	121.96031	38.89958
A0A2A2G2T0	45.408367	-18.621046
A0A2A2GHJ4	-13.638775	21.333036
A0A2A2GT46	-8.02915	19.36197
A0A2A2GY09	-9.260345	140.33322
A0A2A2HJI8	21.820602	-25.056358
A0A2A2HZ76	40.43208	100.28576
A0A2A2I3G0	52.967228	-109.601875
A0A2A2IRE4	95.122665	-53.326355
A0A2A2ISP3	125.06743	32.943047
A0A2A2M8Z3	-23.203299	140.98654
A0A2A2MSR4	-1.1319509	147.88358
A0A2A2N4Z1	-5.4518905	143.66472
A0A2A2PM75	103.5621	46.562695
A0A2A2PVH7	90.360054	-55.877697
A0A2A2QBS3	99.05548	-65.394135
A0A2A2QJX6	54.841026	-82.58241
A0A2A2R7Z6	91.73481	-52.172928
A0A2A2RJV8	91.18694	-52.04581
A0A2A2RT07	6.927723	-76.744064
A0A2A2RT88	-88.05503	85.97597
A0A2A2S6L4	-30.308926	2.6868563
A0A2A2S787	-81.796455	-19.854666
A0A2A2SKJ4	-35.275837	-11.083144
A0A2A2T5J0	34.16813	73.12985
A0A2A2TIE7	-24.232237	-23.892666
A0A2A2UPS7	-56.624752	-112.1852
A0A2A2UXW9	-26.48719	94.012695
A0A2A2VBH8	42.32475	-66.43464
A0A2A2WGH3	6.548311	65.3807
A0A2A2WUU5	52.389874	39.694923
A0A2A2XZX5	-72.29878	-16.800137
A0A2A2Y2J6	7.0289726	-76.63365
A0A2A2Y7A5	-86.841095	-33.179806
A0A2A2Y8P7	-25.514067	5.2185683
A0A2A2YX94	-35.218758	-94.63567
A0A2A2ZFJ0	37.00128	-6.927
A0A2A3AR75	-21.707321	-149.0402
A0A2A3B460	-8.228912	-139.4612
A0A2A3BS48	-6.9037566	-131.64973
A0A2A3C8X2	-16.41465	-141.21863
A0A2A3CLG7	-17.878695	-146.32312
A0A2A3D6B4	-8.5499735	-135.1244
A0A2A3DL37	-9.95927	-144.61816
A0A2A3FJI3	50.57392	46.60089
A0A2A3FP24	-126.274734	-2.4965703
A0A2A3G8W1	-129.14886	-5.1984873
A0A2A3G9T4	-128.7261	-3.5508528
A0A2A3GUR0	-123.63425	-3.3512056
A0A2A3H4V5	-36.863255	-97.94432
A0A2A3HHC0	12.731951	32.76194
A0A2A3I3P9	-29.757488	-90.22855
A0A2A3IKW9	-48.048515	-110.9917
A0A2A3J9P8	-28.33308	-87.18048
A0A2A3L3K8	37.2179	-6.698107
A0A2A3LGP1	17.779488	-43.334473
A0A2A3MIT4	112.462	43.700012
A0A2A3MZQ2	-39.571724	31.09929
A0A2A3N326	41.89054	27.109173
A0A2A3TVY8	11.605618	-32.922585
A0A2A3UCZ2	27.452349	59.943718
A0A2A3VQF9	18.98634	-44.398495
A0A2A3XD67	73.49218	50.855686
A0A2A3XQG0	36.83121	-12.806648
A0A2A3Y204	52.18837	-13.944822
A0A2A3Y4G3	53.318428	-14.565015
A0A2A3Z878	-7.131064	-30.49865
A0A2A3ZR55	-7.325559	-30.474756
A0A2A4B604	-46.90847	-7.2650476
A0A2A4CDK3	131.11229	-35.729813
A0A2A4CTU3	-14.729909	28.025002
A0A2A4E7D7	-129.33415	21.709702
A0A2A4F286	126.5907	-38.375427
A0A2A4F4T2	127.32562	-36.850094
A0A2A4G328	-34.13353	-0.22781134
A0A2A4G7R3	33.849545	73.794586
A0A2A4GHK7	41.3604	75.951675
A0A2A4GUV8	-81.330894	-15.8725815
A0A2A4HA45	-80.596504	-15.331304
A0A2A4HK71	73.37361	47.131935
A0A2A4HXQ2	33.652996	-53.075497
A0A2A4IB84	33.715446	-53.12104
A0A2A4KHM5	-27.925325	-97.05394
A0A2A4L2D5	-28.718962	17.44246
A0A2A4L7U9	-30.94008	17.439089
A0A2A4LDS0	-15.470301	-43.252907
A0A2A4LHJ5	-53.472	-23.501245
A0A2A4NH87	18.87671	56.640488
A0A2A4NNG9	-45.58127	-28.741323
A0A2A4NSE7	16.728989	-134.90315
A0A2A4PPN2	21.341183	13.8369055
A0A2A4PZ13	25.46889	28.398533
A0A2A4R167	31.858152	49.4129
A0A2A4R7B4	-46.640415	-27.521572
A0A2A4RL22	31.59362	69.80038
A0A2A4RVG1	-99.770805	61.492924
A0A2A4S3T0	-95.19301	61.647366
A0A2A4SPT6	25.489206	28.422577
A0A2A4THD8	-39.973534	-10.309762
A0A2A4U2J3	-39.91724	-11.851121
A0A2A4UCZ4	-36.685055	-11.429855
A0A2A4UJA5	92.450386	22.673155
A0A2A4UV67	54.791557	4.5498424
A0A2A4V040	94.40633	55.08368
A0A2A4VWD2	-78.22878	60.617172
A0A2A4VZ25	28.984276	23.521563
A0A2A4X633	88.85934	44.6842
A0A2A4XXV0	-53.23135	-23.58726
A0A2A4ZGJ2	-49.095406	-23.737202
A0A2A5AB99	54.791	4.526241
A0A2A5AUU6	77.29148	49.73342
A0A2A5BKE0	-43.17706	76.87313
A0A2A5BSM9	-47.60652	-8.486673
A0A2A5C3K4	72.74136	18.01043
A0A2A5CBG7	91.0154	23.968243
A0A2A5CNW6	88.1783	12.241835
A0A2A5DET8	88.39062	26.859314
A0A2A5E8S7	7.7862473	-66.68685
A0A2A5EHI1	-30.817398	-51.143658
A0A2A5ERI3	-15.602226	-41.398876
A0A2A5GE72	40.77353	106.23094
A0A2A5GL60	38.29661	105.00942
A0A2A5H986	-69.722984	-11.70671
A0A2A5HY67	87.41371	24.922613
A0A2A5JPZ0	-27.131357	94.31124
A0A2A5KYS1	-12.210036	-143.30167
A0A2A5LSN9	52.730812	-109.99981
A0A2A5NMS8	-114.354744	-1.9898255
A0A2A5PGS2	-61.586143	107.00642
A0A2A5PI59	-81.815735	-83.17614
A0A2A5PKA0	-92.59408	-61.059372
A0A2A5QUA5	15.75952	-32.562336
A0A2A5RGU7	130.00343	24.477556
A0A2A5RNK0	-54.022552	-65.818245
A0A2A5V2P8	7.5390916	-119.70167
A0A2A5VWX0	89.42745	16.201635
A0A2A5WD41	88.63443	46.118946
A0A2A5WI65	73.59327	20.191696
A0A2A5WWL7	-93.68608	3.5913186
A0A2A5X637	-93.16202	3.8555899
A0A2A5XP34	-95.33211	3.260665
A0A2A5XUB2	56.77867	-84.88757
A0A2A5XWQ2	-46.30248	-59.108814
A0A2A5XZE6	-110.0055	5.134415
A0A2A5YNL4	-13.661488	26.856201
A0A2A5YNP1	-30.987658	38.446568
A0A2A6D931	63.947834	87.11984
A0A2A6E8V6	3.3824627	-80.47361
A0A2A6FC48	-7.8191433	-134.90932
A0A2A6FPZ6	-4.8081665	86.6256
A0A2A6HWH2	-14.901057	-133.05989
A0A2A6I8J1	-14.868831	-147.65213
A0A2A6JGN5	-13.527232	-138.60254
A0A2A6JZ75	-15.512476	-143.16275
A0A2A6K7N5	-15.525894	-135.32034
A0A2A6LEU1	-10.685017	-144.88182
A0A2A6LZ54	-17.300764	-130.87497
A0A2A6MCG2	-17.948334	-131.54407
A0A2A6NEH5	42.35642	-66.54908
A0A2A6PEW3	-18.314034	-136.38866
A0A2A6QWL9	-10.376653	-144.72731
